data,cod_prov,pro_com_t,provincia,comune,incidenza,casi
2022-05-11,84,084001,Agrigento,Agrigento,483.25,270
2022-05-11,84,084002,Agrigento,Alessandria della Rocca,311.65,8
2022-05-11,84,084003,Agrigento,Aragona,461.09,41
2022-05-11,84,084004,Agrigento,Bivona,333.54,11
2022-05-11,84,084005,Agrigento,Burgio,1856.24,47
2022-05-11,84,084006,Agrigento,Calamonaci,249.38,3
2022-05-11,84,084007,Agrigento,Caltabellotta,453.17,15
2022-05-11,84,084008,Agrigento,Camastra,157.07,3
2022-05-11,84,084009,Agrigento,Cammarata,202.36,12
2022-05-11,84,084010,Agrigento,Campobello di Licata,529.16,49
2022-05-11,84,084011,Agrigento,Canicattì,333.86,115
2022-05-11,84,084012,Agrigento,Casteltermini,642.31,48
2022-05-11,84,084013,Agrigento,Castrofilippo,415.72,11
2022-05-11,84,084014,Agrigento,Cattolica Eraclea,1010.70,34
2022-05-11,84,084015,Agrigento,Cianciana,251.81,8
2022-05-11,84,084016,Agrigento,Comitini,563.70,5
2022-05-11,84,084017,Agrigento,Favara,641.09,204
2022-05-11,84,084018,Agrigento,Grotte,377.15,20
2022-05-11,84,084019,Agrigento,Joppolo Giancaxio,544.46,6
2022-05-11,84,084020,Agrigento,Lampedusa e Linosa,315.61,20
2022-05-11,84,084021,Agrigento,Licata,236.51,82
2022-05-11,84,084022,Agrigento,Lucca Sicula,1098.27,19
2022-05-11,84,084023,Agrigento,Menfi,736.54,87
2022-05-11,84,084024,Agrigento,Montallegro,670.86,16
2022-05-11,84,084025,Agrigento,Montevago,585.22,16
2022-05-11,84,084026,Agrigento,Naro,562.59,40
2022-05-11,84,084027,Agrigento,Palma di Montechiaro,121.29,26
2022-05-11,84,084028,Agrigento,Porto Empedocle,569.71,89
2022-05-11,84,084029,Agrigento,Racalmuto,473.50,36
2022-05-11,84,084030,Agrigento,Raffadali,603.59,74
2022-05-11,84,084031,Agrigento,Ravanusa,226.97,24
2022-05-11,84,084032,Agrigento,Realmonte,502.40,22
2022-05-11,84,084033,Agrigento,Ribera,487.32,88
2022-05-11,84,084034,Agrigento,Sambuca di Sicilia,291.70,16
2022-05-11,84,084035,Agrigento,San Biagio Platani,441.28,13
2022-05-11,84,084036,Agrigento,San Giovanni Gemini,210.80,16
2022-05-11,84,084039,Agrigento,Sant'Angelo Muxaro,929.05,11
2022-05-11,84,084037,Agrigento,Santa Elisabetta,554.02,12
2022-05-11,84,084038,Agrigento,Santa Margherita di Belice,589.78,36
2022-05-11,84,084040,Agrigento,Santo Stefano Quisquina,498.10,21
2022-05-11,84,084041,Agrigento,Sciacca,980.89,385
2022-05-11,84,084042,Agrigento,Siculiana,1220.97,51
2022-05-11,84,084043,Agrigento,Villafranca Sicula,220.91,3
2022-05-11,85,085001,Caltanissetta,Acquaviva Platani,224.47,2
2022-05-11,85,085002,Caltanissetta,Bompensiere,0.00,0
2022-05-11,85,085003,Caltanissetta,Butera,448.75,19
2022-05-11,85,085004,Caltanissetta,Caltanissetta,566.28,339
2022-05-11,85,085005,Caltanissetta,Campofranco,580.13,16
2022-05-11,85,085006,Caltanissetta,Delia,252.65,10
2022-05-11,85,085007,Caltanissetta,Gela,554.55,402
2022-05-11,85,085008,Caltanissetta,Marianopoli,539.25,9
2022-05-11,85,085009,Caltanissetta,Mazzarino,286.20,32
2022-05-11,85,085010,Caltanissetta,Milena,828.23,23
2022-05-11,85,085011,Caltanissetta,Montedoro,1551.48,22
2022-05-11,85,085012,Caltanissetta,Mussomeli,347.95,35
2022-05-11,85,085013,Caltanissetta,Niscemi,706.91,178
2022-05-11,85,085014,Caltanissetta,Resuttano,55.28,1
2022-05-11,85,085015,Caltanissetta,Riesi,158.92,17
2022-05-11,85,085016,Caltanissetta,San Cataldo,592.80,126
2022-05-11,85,085017,Caltanissetta,Santa Caterina Villarmosa,330.10,16
2022-05-11,85,085018,Caltanissetta,Serradifalco,422.61,24
2022-05-11,85,085019,Caltanissetta,Sommatino,416.22,27
2022-05-11,85,085020,Caltanissetta,Sutera,1377.63,17
2022-05-11,85,085021,Caltanissetta,Vallelunga Pratameno,625.39,20
2022-05-11,85,085022,Caltanissetta,Villalba,67.57,1
2022-05-11,87,087001,Catania,Aci Bonaccorsi,400.57,14
2022-05-11,87,087002,Catania,Aci Castello,450.33,81
2022-05-11,87,087003,Catania,Aci Catena,415.48,117
2022-05-11,87,087005,Catania,Aci Sant'Antonio,458.95,82
2022-05-11,87,087004,Catania,Acireale,385.17,195
2022-05-11,87,087006,Catania,Adrano,253.49,86
2022-05-11,87,087007,Catania,Belpasso,548.17,151
2022-05-11,87,087008,Catania,Biancavilla,300.17,69
