data,cod_prov,pro_com_t,provincia,comune,incidenza,casi
2021-10-06,88,088001,Ragusa,Acate,91.37,10
2021-10-06,87,087001,Catania,Aci Bonaccorsi,84.27,3
2021-10-06,87,087002,Catania,Aci Castello,56.76,10
2021-10-06,87,087003,Catania,Aci Catena,141.20,39
2021-10-06,87,087005,Catania,Aci Sant'Antonio,117.44,21
2021-10-06,87,087004,Catania,Acireale,59.12,30
2021-10-06,85,085001,Caltanissetta,Acquaviva Platani,0.00,0
2021-10-06,83,083107,Messina,Acquedolci,0.00,0
2021-10-06,87,087006,Catania,Adrano,76.95,26
2021-10-06,86,086001,Enna,Agira,25.64,2
2021-10-06,84,084001,Agrigento,Agrigento,8.92,5
2021-10-06,86,086002,Enna,Aidone,0.00,0
2021-10-06,81,081001,Trapani,Alcamo,35.67,16
2021-10-06,83,083001,Messina,Alcara li Fusi,223.21,4
2021-10-06,84,084002,Agrigento,Alessandria della Rocca,0.00,0
2021-10-06,83,083002,Messina,Alì,0.00,0
2021-10-06,83,083003,Messina,Alì Terme,209.56,5
2021-10-06,82,082001,Palermo,Alia,0.00,0
2021-10-06,82,082002,Palermo,Alimena,0.00,0
2021-10-06,82,082003,Palermo,Aliminusa,0.00,0
2021-10-06,82,082004,Palermo,Altavilla Milicia,35.49,3
2021-10-06,82,082005,Palermo,Altofonte,30.50,3
2021-10-06,83,083004,Messina,Antillo,0.00,0
2021-10-06,84,084003,Agrigento,Aragona,11.10,1
2021-10-06,86,086003,Enna,Assoro,20.38,1
2021-10-06,89,089001,Siracusa,Augusta,69.59,24
2021-10-06,89,089002,Siracusa,Avola,190.21,58
2021-10-06,82,082006,Palermo,Bagheria,50.80,27
2021-10-06,82,082007,Palermo,Balestrate,0.00,0
2021-10-06,83,083005,Messina,Barcellona Pozzo di Gotto,19.87,8
2021-10-06,86,086004,Enna,Barrafranca,0.00,0
2021-10-06,83,083006,Messina,Basicò,0.00,0
2021-10-06,82,082008,Palermo,Baucina,0.00,0
2021-10-06,82,082009,Palermo,Belmonte Mezzagno,0.00,0
2021-10-06,87,087007,Catania,Belpasso,109.10,30
