data,cod_prov,pro_com_t,provincia,comune,incidenza,casi
2021-12-08,84,084001,Agrigento,Agrigento,55.31,31
2021-12-08,84,084002,Agrigento,Alessandria della Rocca,0.00,0
2021-12-08,84,084003,Agrigento,Aragona,33.29,3
2021-12-08,84,084004,Agrigento,Bivona,0.00,0
2021-12-08,84,084005,Agrigento,Burgio,0.00,0
2021-12-08,84,084006,Agrigento,Calamonaci,245.10,3
2021-12-08,84,084007,Agrigento,Caltabellotta,0.00,0
2021-12-08,84,084008,Agrigento,Camastra,102.04,2
2021-12-08,84,084009,Agrigento,Cammarata,317.67,19
2021-12-08,84,084010,Agrigento,Campobello di Licata,96.64,9
2021-12-08,84,084011,Agrigento,Canicattì,94.31,33
2021-12-08,84,084012,Agrigento,Casteltermini,92.99,7
2021-12-08,84,084013,Agrigento,Castrofilippo,0.00,0
2021-12-08,84,084014,Agrigento,Cattolica Eraclea,58.88,2
2021-12-08,84,084015,Agrigento,Cianciana,0.00,0
2021-12-08,84,084016,Agrigento,Comitini,113.12,1
2021-12-08,84,084017,Agrigento,Favara,27.74,9
2021-12-08,84,084018,Agrigento,Grotte,37.37,2
2021-12-08,84,084019,Agrigento,Joppolo Giancaxio,89.29,1
2021-12-08,84,084020,Agrigento,Lampedusa e Linosa,62.76,4
2021-12-08,84,084021,Agrigento,Licata,25.58,9
2021-12-08,84,084022,Agrigento,Lucca Sicula,0.00,0
2021-12-08,84,084023,Agrigento,Menfi,0.00,0
2021-12-08,84,084024,Agrigento,Montallegro,0.00,0
2021-12-08,84,084025,Agrigento,Montevago,143.99,4
2021-12-08,84,084026,Agrigento,Naro,125.79,9
2021-12-08,84,084027,Agrigento,Palma di Montechiaro,14.04,3
2021-12-08,84,084028,Agrigento,Porto Empedocle,44.25,7
2021-12-08,84,084029,Agrigento,Racalmuto,64.99,5
2021-12-08,84,084030,Agrigento,Raffadali,113.19,14
2021-12-08,84,084031,Agrigento,Ravanusa,18.41,2
2021-12-08,84,084032,Agrigento,Realmonte,159.67,7
2021-12-08,84,084033,Agrigento,Ribera,256.22,46
2021-12-08,84,084034,Agrigento,Sambuca di Sicilia,108.21,6
2021-12-08,84,084035,Agrigento,San Biagio Platani,0.00,0
2021-12-08,84,084036,Agrigento,San Giovanni Gemini,324.09,25
2021-12-08,84,084039,Agrigento,Sant'Angelo Muxaro,0.00,0
2021-12-08,84,084037,Agrigento,Santa Elisabetta,0.00,0
2021-12-08,84,084038,Agrigento,Santa Margherita di Belice,16.16,1
2021-12-08,84,084040,Agrigento,Santo Stefano Quisquina,23.60,1
2021-12-08,84,084041,Agrigento,Sciacca,10.24,4
2021-12-08,84,084042,Agrigento,Siculiana,47.51,2
2021-12-08,84,084043,Agrigento,Villafranca Sicula,0.00,0
2021-12-08,85,085001,Caltanissetta,Acquaviva Platani,113.51,1
2021-12-08,85,085002,Caltanissetta,Bompensiere,0.00,0
2021-12-08,85,085003,Caltanissetta,Butera,186.74,8
2021-12-08,85,085004,Caltanissetta,Caltanissetta,77.41,46
2021-12-08,85,085005,Caltanissetta,Campofranco,71.92,2
2021-12-08,85,085006,Caltanissetta,Delia,50.74,2
2021-12-08,85,085007,Caltanissetta,Gela,239.04,171
2021-12-08,85,085008,Caltanissetta,Marianopoli,59.70,1
2021-12-08,85,085009,Caltanissetta,Mazzarino,0.00,0
2021-12-08,85,085010,Caltanissetta,Milena,0.00,0
2021-12-08,85,085011,Caltanissetta,Montedoro,0.00,0
2021-12-08,85,085012,Caltanissetta,Mussomeli,623.08,63
2021-12-08,85,085013,Caltanissetta,Niscemi,93.74,24
2021-12-08,85,085014,Caltanissetta,Resuttano,0.00,0
2021-12-08,85,085015,Caltanissetta,Riesi,138.20,15
2021-12-08,85,085016,Caltanissetta,San Cataldo,33.63,7
2021-12-08,85,085017,Caltanissetta,Santa Caterina Villarmosa,20.39,1
2021-12-08,85,085018,Caltanissetta,Serradifalco,0.00,0
2021-12-08,85,085019,Caltanissetta,Sommatino,0.00,0
2021-12-08,85,085020,Caltanissetta,Sutera,0.00,0
2021-12-08,85,085021,Caltanissetta,Vallelunga Pratameno,432.37,14
2021-12-08,85,085022,Caltanissetta,Villalba,67.16,1
2021-12-08,87,087001,Catania,Aci Bonaccorsi,112.36,4
2021-12-08,87,087002,Catania,Aci Castello,164.60,29
2021-12-08,87,087003,Catania,Aci Catena,112.24,31
2021-12-08,87,087005,Catania,Aci Sant'Antonio,95.07,17
2021-12-08,87,087004,Catania,Acireale,139.92,71
2021-12-08,87,087006,Catania,Adrano,260.45,88
2021-12-08,87,087007,Catania,Belpasso,94.55,26
2021-12-08,87,087008,Catania,Biancavilla,122.07,28
2021-12-08,87,087009,Catania,Bronte,303.87,56
2021-12-08,87,087010,Catania,Calatabiano,97.14,5
2021-12-08,87,087011,Catania,Caltagirone,472.62,169
2021-12-08,87,087012,Catania,Camporotondo Etneo,137.12,7
2021-12-08,87,087013,Catania,Castel di Iudica,160.07,7
2021-12-08,87,087014,Catania,Castiglione di Sicilia,33.26,1
2021-12-08,87,087015,Catania,Catania,79.85,235
2021-12-08,87,087016,Catania,Fiumefreddo di Sicilia,208.36,19
2021-12-08,87,087017,Catania,Giarre,56.42,15
2021-12-08,87,087018,Catania,Grammichele,62.63,8
2021-12-08,87,087019,Catania,Gravina di Catania,99.54,25
2021-12-08,87,087020,Catania,Licodia Eubea,0.00,0
2021-12-08,87,087021,Catania,Linguaglossa,0.00,0
2021-12-08,87,087022,Catania,Maletto,300.55,11
2021-12-08,87,087057,Catania,Maniace,300.96,11
2021-12-08,87,087023,Catania,Mascali,64.77,9
2021-12-08,87,087024,Catania,Mascalucia,142.31,44
2021-12-08,87,087056,Catania,Mazzarrone,76.69,3
2021-12-08,87,087025,Catania,Militello in Val di Catania,419.44,29
2021-12-08,87,087026,Catania,Milo,0.00,0
2021-12-08,87,087027,Catania,Mineo,151.42,7
2021-12-08,87,087028,Catania,Mirabella Imbaccari,186.65,8
2021-12-08,87,087029,Catania,Misterbianco,83.18,41
2021-12-08,87,087030,Catania,Motta Sant'Anastasia,114.88,14
2021-12-08,87,087031,Catania,Nicolosi,40.41,3
2021-12-08,87,087032,Catania,Palagonia,49.75,8
2021-12-08,87,087033,Catania,Paternò,122.39,56
2021-12-08,87,087034,Catania,Pedara,211.78,31
2021-12-08,87,087035,Catania,Piedimonte Etneo,49.81,2
