data,cod_prov,pro_com_t,provincia,comune,incidenza,casi
2022-01-06,84,084001,Agrigento,Agrigento,190.92,107
2022-01-06,84,084002,Agrigento,Alessandria della Rocca,152.21,4
2022-01-06,84,084003,Agrigento,Aragona,122.05,11
2022-01-06,84,084004,Agrigento,Bivona,179.16,6
2022-01-06,84,084005,Agrigento,Burgio,155.52,4
2022-01-06,84,084006,Agrigento,Calamonaci,81.70,1
2022-01-06,84,084007,Agrigento,Caltabellotta,119.72,4
2022-01-06,84,084008,Agrigento,Camastra,357.14,7
2022-01-06,84,084009,Agrigento,Cammarata,200.64,12
2022-01-06,84,084010,Agrigento,Campobello di Licata,204.02,19
2022-01-06,84,084011,Agrigento,Canicattì,365.82,128
2022-01-06,84,084012,Agrigento,Casteltermini,26.57,2
2022-01-06,84,084013,Agrigento,Castrofilippo,782.12,21
2022-01-06,84,084014,Agrigento,Cattolica Eraclea,0.00,0
2022-01-06,84,084015,Agrigento,Cianciana,30.74,1
2022-01-06,84,084016,Agrigento,Comitini,226.24,2
2022-01-06,84,084017,Agrigento,Favara,221.91,72
2022-01-06,84,084018,Agrigento,Grotte,429.75,23
2022-01-06,84,084019,Agrigento,Joppolo Giancaxio,357.14,4
2022-01-06,84,084020,Agrigento,Lampedusa e Linosa,1333.75,85
2022-01-06,84,084021,Agrigento,Licata,133.56,47
2022-01-06,84,084022,Agrigento,Lucca Sicula,287.36,5
2022-01-06,84,084023,Agrigento,Menfi,274.79,33
2022-01-06,84,084024,Agrigento,Montallegro,291.18,7
2022-01-06,84,084025,Agrigento,Montevago,36.00,1
2022-01-06,84,084026,Agrigento,Naro,167.71,12
2022-01-06,84,084027,Agrigento,Palma di Montechiaro,276.20,59
2022-01-06,84,084028,Agrigento,Porto Empedocle,126.44,20
2022-01-06,84,084029,Agrigento,Racalmuto,194.96,15
2022-01-06,84,084030,Agrigento,Raffadali,40.42,5
2022-01-06,84,084031,Agrigento,Ravanusa,27.62,3
2022-01-06,84,084032,Agrigento,Realmonte,91.24,4
2022-01-06,84,084033,Agrigento,Ribera,300.79,54
2022-01-06,84,084034,Agrigento,Sambuca di Sicilia,234.45,13
2022-01-06,84,084035,Agrigento,San Biagio Platani,33.59,1
2022-01-06,84,084036,Agrigento,San Giovanni Gemini,129.63,10
2022-01-06,84,084039,Agrigento,Sant'Angelo Muxaro,0.00,0
2022-01-06,84,084037,Agrigento,Santa Elisabetta,275.36,6
2022-01-06,84,084038,Agrigento,Santa Margherita di Belice,113.14,7
2022-01-06,84,084040,Agrigento,Santo Stefano Quisquina,70.80,3
2022-01-06,84,084041,Agrigento,Sciacca,74.21,29
2022-01-06,84,084042,Agrigento,Siculiana,213.78,9
2022-01-06,84,084043,Agrigento,Villafranca Sicula,73.58,1
2022-01-06,85,085001,Caltanissetta,Acquaviva Platani,1021.57,9
2022-01-06,85,085002,Caltanissetta,Bompensiere,0.00,0
2022-01-06,85,085003,Caltanissetta,Butera,420.17,18
2022-01-06,85,085004,Caltanissetta,Caltanissetta,758.94,451
2022-01-06,85,085005,Caltanissetta,Campofranco,1977.71,55
2022-01-06,85,085006,Caltanissetta,Delia,481.99,19
2022-01-06,85,085007,Caltanissetta,Gela,1505.56,1077
2022-01-06,85,085008,Caltanissetta,Marianopoli,358.21,6
2022-01-06,85,085009,Caltanissetta,Mazzarino,286.07,32
2022-01-06,85,085010,Caltanissetta,Milena,107.18,3
2022-01-06,85,085011,Caltanissetta,Montedoro,486.79,7
2022-01-06,85,085012,Caltanissetta,Mussomeli,830.78,84
2022-01-06,85,085013,Caltanissetta,Niscemi,605.40,155
2022-01-06,85,085014,Caltanissetta,Resuttano,1151.95,21
2022-01-06,85,085015,Caltanissetta,Riesi,202.69,22
2022-01-06,85,085016,Caltanissetta,San Cataldo,571.79,119
2022-01-06,85,085017,Caltanissetta,Santa Caterina Villarmosa,611.75,30
2022-01-06,85,085018,Caltanissetta,Serradifalco,508.68,29
2022-01-06,85,085019,Caltanissetta,Sommatino,167.43,11
2022-01-06,85,085020,Caltanissetta,Sutera,403.23,5
2022-01-06,85,085021,Caltanissetta,Vallelunga Pratameno,277.95,9
2022-01-06,85,085022,Caltanissetta,Villalba,1074.55,16
2022-01-06,87,087001,Catania,Aci Bonaccorsi,421.35,15
2022-01-06,87,087002,Catania,Aci Castello,471.11,83
2022-01-06,87,087003,Catania,Aci Catena,514.12,142
2022-01-06,87,087005,Catania,Aci Sant'Antonio,363.49,65
2022-01-06,87,087004,Catania,Acireale,433.55,220
2022-01-06,87,087006,Catania,Adrano,467.62,158
2022-01-06,87,087007,Catania,Belpasso,290.93,80
2022-01-06,87,087008,Catania,Biancavilla,231.06,53
2022-01-06,87,087009,Catania,Bronte,466.66,86
2022-01-06,87,087010,Catania,Calatabiano,272.00,14
2022-01-06,87,087011,Catania,Caltagirone,338.39,121
2022-01-06,87,087012,Catania,Camporotondo Etneo,235.06,12
2022-01-06,87,087013,Catania,Castel di Iudica,68.60,3
2022-01-06,87,087014,Catania,Castiglione di Sicilia,66.51,2
2022-01-06,87,087015,Catania,Catania,344.89,1015
2022-01-06,87,087016,Catania,Fiumefreddo di Sicilia,219.32,20
2022-01-06,87,087017,Catania,Giarre,267.04,71
2022-01-06,87,087018,Catania,Grammichele,383.62,49
2022-01-06,87,087019,Catania,Gravina di Catania,374.26,94
2022-01-06,87,087020,Catania,Licodia Eubea,67.52,2
2022-01-06,87,087021,Catania,Linguaglossa,255.20,13
2022-01-06,87,087022,Catania,Maletto,136.61,5
2022-01-06,87,087057,Catania,Maniace,164.16,6
2022-01-06,87,087023,Catania,Mascali,194.31,27
2022-01-06,87,087024,Catania,Mascalucia,352.53,109
2022-01-06,87,087056,Catania,Mazzarrone,357.87,14
2022-01-06,87,087025,Catania,Militello in Val di Catania,245.88,17
2022-01-06,87,087026,Catania,Milo,193.05,2
2022-01-06,87,087027,Catania,Mineo,0.00,0
2022-01-06,87,087028,Catania,Mirabella Imbaccari,186.65,8
2022-01-06,87,087029,Catania,Misterbianco,346.93,171
2022-01-06,87,087030,Catania,Motta Sant'Anastasia,287.19,35
2022-01-06,87,087031,Catania,Nicolosi,309.85,23
2022-01-06,87,087032,Catania,Palagonia,99.50,16
2022-01-06,87,087033,Catania,Paternò,378.09,173
2022-01-06,87,087034,Catania,Pedara,273.26,40
2022-01-06,87,087035,Catania,Piedimonte Etneo,722.29,29
2022-01-06,87,087036,Catania,Raddusa,0.00,0
2022-01-06,87,087058,Catania,Ragalna,587.37,24
2022-01-06,87,087037,Catania,Ramacca,182.73,19
2022-01-06,87,087038,Catania,Randazzo,526.22,55
2022-01-06,87,087039,Catania,Riposto,421.40,59
2022-01-06,87,087040,Catania,San Cono,277.12,7
2022-01-06,87,087041,Catania,San Giovanni la Punta,393.94,90
2022-01-06,87,087042,Catania,San Gregorio di Catania,369.65,42
2022-01-06,87,087043,Catania,San Michele di Ganzaria,359.24,11
2022-01-06,87,087044,Catania,San Pietro Clarenza,186.78,15
2022-01-06,87,087045,Catania,Sant'Agata li Battiati,333.94,31
2022-01-06,87,087046,Catania,Sant'Alfio,65.27,1
2022-01-06,87,087047,Catania,Santa Maria di Licodia,134.99,10
2022-01-06,87,087048,Catania,Santa Venerina,275.09,23
2022-01-06,87,087049,Catania,Scordia,197.12,32
2022-01-06,87,087050,Catania,Trecastagni,548.07,61
2022-01-06,87,087051,Catania,Tremestieri Etneo,333.97,66
2022-01-06,87,087052,Catania,Valverde,422.21,33
2022-01-06,87,087053,Catania,Viagrande,395.17,34
2022-01-06,87,087054,Catania,Vizzini,258.44,15
2022-01-06,87,087055,Catania,Zafferana Etnea,317.49,30
2022-01-06,86,086001,Enna,Agira,961.66,75
2022-01-06,86,086002,Enna,Aidone,423.45,19
2022-01-06,86,086003,Enna,Assoro,835.71,41
2022-01-06,86,086004,Enna,Barrafranca,1925.17,230
2022-01-06,86,086005,Enna,Calascibetta,769.60,32
2022-01-06,86,086006,Enna,Catenanuova,349.50,16
2022-01-06,86,086007,Enna,Centuripe,424.46,22
2022-01-06,86,086008,Enna,Cerami,696.68,13
2022-01-06,86,086009,Enna,Enna,1432.96,373
2022-01-06,86,086010,Enna,Gagliano Castelferrato,2461.18,84
2022-01-06,86,086011,Enna,Leonforte,465.34,59
2022-01-06,86,086012,Enna,Nicosia,743.07,97
2022-01-06,86,086013,Enna,Nissoria,970.87,28
