data,cod_prov,pro_com_t,provincia,comune,incidenza,casi
2022-06-22,84,084001,Agrigento,Agrigento,447.55,249
2022-06-22,84,084002,Agrigento,Alessandria della Rocca,160.00,4
2022-06-22,84,084003,Agrigento,Aragona,331.69,29
2022-06-22,84,084004,Agrigento,Bivona,123.99,4
2022-06-22,84,084005,Agrigento,Burgio,0.00,0
2022-06-22,84,084006,Agrigento,Calamonaci,85.25,1
2022-06-22,84,084007,Agrigento,Caltabellotta,217.32,7
2022-06-22,84,084008,Agrigento,Camastra,52.22,1
2022-06-22,84,084009,Agrigento,Cammarata,238.66,14
2022-06-22,84,084010,Agrigento,Campobello di Licata,351.92,32
2022-06-22,84,084011,Agrigento,Canicattì,0.00,0
2022-06-22,84,084012,Agrigento,Casteltermini,122.52,9
2022-06-22,84,084013,Agrigento,Castrofilippo,77.01,2
2022-06-22,84,084014,Agrigento,Cattolica Eraclea,181.43,6
2022-06-22,84,084015,Agrigento,Cianciana,613.10,19
2022-06-22,84,084016,Agrigento,Comitini,338.22,3
2022-06-22,84,084017,Agrigento,Favara,430.37,136
2022-06-22,84,084018,Agrigento,Grotte,344.63,18
2022-06-22,84,084019,Agrigento,Joppolo Giancaxio,0.00,0
2022-06-22,84,084020,Agrigento,Lampedusa e Linosa,141.51,9
2022-06-22,84,084021,Agrigento,Licata,154.33,53
2022-06-22,84,084022,Agrigento,Lucca Sicula,0.00,0
2022-06-22,84,084023,Agrigento,Menfi,238.36,28
2022-06-22,84,084024,Agrigento,Montallegro,337.70,8
2022-06-22,84,084025,Agrigento,Montevago,552.89,15
2022-06-22,84,084026,Agrigento,Naro,186.33,13
2022-06-22,84,084027,Agrigento,Palma di Montechiaro,169.40,36
2022-06-22,84,084028,Agrigento,Porto Empedocle,426.19,66
2022-06-22,84,084029,Agrigento,Racalmuto,186.37,14
2022-06-22,84,084030,Agrigento,Raffadali,255.35,31
2022-06-22,84,084031,Agrigento,Ravanusa,86.10,9
2022-06-22,84,084032,Agrigento,Realmonte,457.56,20
2022-06-22,84,084033,Agrigento,Ribera,106.32,19
2022-06-22,84,084034,Agrigento,Sambuca di Sicilia,389.97,21
2022-06-22,84,084035,Agrigento,San Biagio Platani,972.90,28
2022-06-22,84,084036,Agrigento,San Giovanni Gemini,159.32,12
2022-06-22,84,084039,Agrigento,Sant'Angelo Muxaro,1038.06,12
2022-06-22,84,084037,Agrigento,Santa Elisabetta,608.33,13
2022-06-22,84,084038,Agrigento,Santa Margherita di Belice,732.84,44
2022-06-22,84,084040,Agrigento,Santo Stefano Quisquina,410.83,17
2022-06-22,84,084041,Agrigento,Sciacca,554.77,217
2022-06-22,84,084042,Agrigento,Siculiana,294.26,12
