data,cod_prov,pro_com_t,provincia,comune,prima_dose,seconda_dose
2022-02-23,84,084001,Agrigento,Agrigento,92.20,89.62
2022-02-23,84,084002,Agrigento,Alessandria della Rocca,89.68,87.43
2022-02-23,84,084003,Agrigento,Aragona,91.99,90.86
2022-02-23,84,084004,Agrigento,Bivona,90.50,89.23
2022-02-23,84,084005,Agrigento,Burgio,93.39,93.02
2022-02-23,84,084006,Agrigento,Calamonaci,83.95,82.75
2022-02-23,84,084007,Agrigento,Caltabellotta,88.32,87.54
2022-02-23,84,084008,Agrigento,Camastra,85.49,82.96
2022-02-23,84,084009,Agrigento,Cammarata,90.45,88.34
2022-02-23,84,084010,Agrigento,Campobello di Licata,88.06,84.76
2022-02-23,84,084011,Agrigento,Canicattì,86.67,84.26
2022-02-23,84,084012,Agrigento,Casteltermini,89.19,87.46
2022-02-23,84,084013,Agrigento,Castrofilippo,81.52,81.36
2022-02-23,84,084014,Agrigento,Cattolica Eraclea,85.91,83.63
2022-02-23,84,084015,Agrigento,Cianciana,92.42,91.18
2022-02-23,84,084016,Agrigento,Comitini,94.12,90.36
2022-02-23,84,084017,Agrigento,Favara,89.88,87.45
2022-02-23,84,084018,Agrigento,Grotte,91.46,90.83
2022-02-23,84,084019,Agrigento,Joppolo Giancaxio,87.42,85.24
2022-02-23,84,084020,Agrigento,Lampedusa e Linosa,86.48,83.72
2022-02-23,84,084021,Agrigento,Licata,85.33,82.56
2022-02-23,84,084022,Agrigento,Lucca Sicula,94.20,92.19
2022-02-23,84,084023,Agrigento,Menfi,90.13,88.28
2022-02-23,84,084024,Agrigento,Montallegro,89.45,88.53
2022-02-23,84,084025,Agrigento,Montevago,92.02,90.16
2022-02-23,84,084026,Agrigento,Naro,85.90,83.16
2022-02-23,84,084027,Agrigento,Palma di Montechiaro,78.20,74.55
2022-02-23,84,084028,Agrigento,Porto Empedocle,87.09,85.14
2022-02-23,84,084029,Agrigento,Racalmuto,87.20,85.52
2022-02-23,84,084030,Agrigento,Raffadali,89.73,87.30
2022-02-23,84,084031,Agrigento,Ravanusa,77.40,75.53
2022-02-23,84,084032,Agrigento,Realmonte,88.89,85.93
2022-02-23,84,084033,Agrigento,Ribera,85.94,83.87
2022-02-23,84,084034,Agrigento,Sambuca di Sicilia,93.29,91.39
2022-02-23,84,084035,Agrigento,San Biagio Platani,88.59,85.96
2022-02-23,84,084036,Agrigento,San Giovanni Gemini,88.96,86.72
2022-02-23,84,084037,Agrigento,Santa Elisabetta,91.33,88.66
2022-02-23,84,084038,Agrigento,Santa Margherita di Belice,90.38,87.97
2022-02-23,84,084039,Agrigento,Sant'Angelo Muxaro,85.64,82.79
2022-02-23,84,084040,Agrigento,Santo Stefano Quisquina,92.04,90.09
2022-02-23,84,084041,Agrigento,Sciacca,93.27,94.38
2022-02-23,84,084042,Agrigento,Siculiana,86.67,84.68
2022-02-23,84,084043,Agrigento,Villafranca Sicula,89.78,88.47
