data,cod_prov,pro_com_t,provincia,comune,%vaccinati,%immunizzati
2021-11-17,84,084001,Agrigento,Agrigento,87.98,85.72
2021-11-17,84,084002,Agrigento,Alessandria della Rocca,84.90,83.50
2021-11-17,84,084003,Agrigento,Aragona,88.91,87.11
2021-11-17,84,084004,Agrigento,Bivona,86.00,84.08
2021-11-17,84,084005,Agrigento,Burgio,89.64,88.41
2021-11-17,84,084006,Agrigento,Calamonaci,80.85,79.16
2021-11-17,84,084007,Agrigento,Caltabellotta,85.37,83.18
2021-11-17,84,084008,Agrigento,Camastra,80.23,77.80
2021-11-17,84,084009,Agrigento,Cammarata,88.60,86.46
2021-11-17,84,084010,Agrigento,Campobello di Licata,84.93,83.07
2021-11-17,84,084011,Agrigento,Canicattì,81.70,79.41
2021-11-17,84,084012,Agrigento,Casteltermini,86.11,84.53
2021-11-17,84,084013,Agrigento,Castrofilippo,79.83,77.66
2021-11-17,84,084014,Agrigento,Cattolica Eraclea,81.93,79.23
2021-11-17,84,084015,Agrigento,Cianciana,87.58,85.78
2021-11-17,84,084016,Agrigento,Comitini,94.75,92.50
2021-11-17,84,084017,Agrigento,Favara,86.46,83.93
2021-11-17,84,084018,Agrigento,Grotte,87.03,85.32
2021-11-17,84,084019,Agrigento,Joppolo Giancaxio,83.81,81.55
2021-11-17,84,084020,Agrigento,Lampedusa e Linosa,80.79,76.35
2021-11-17,84,084021,Agrigento,Licata,76.65,73.46
2021-11-17,84,084022,Agrigento,Lucca Sicula,91.63,89.35
2021-11-17,84,084023,Agrigento,Menfi,84.93,82.74
2021-11-17,84,084024,Agrigento,Montallegro,84.13,82.51
2021-11-17,84,084025,Agrigento,Montevago,87.70,86.00
2021-11-17,84,084026,Agrigento,Naro,81.08,78.82
2021-11-17,84,084027,Agrigento,Palma di Montechiaro,75.22,71.86
2021-11-17,84,084028,Agrigento,Porto Empedocle,83.02,80.72
2021-11-17,84,084029,Agrigento,Racalmuto,84.33,82.50
2021-11-17,84,084030,Agrigento,Raffadali,87.59,85.36
2021-11-17,84,084031,Agrigento,Ravanusa,72.57,69.99
2021-11-17,84,084032,Agrigento,Realmonte,86.01,83.85
2021-11-17,84,084033,Agrigento,Ribera,83.52,81.44
2021-11-17,84,084034,Agrigento,Sambuca di Sicilia,90.25,87.56
2021-11-17,84,084035,Agrigento,San Biagio Platani,85.57,82.43
2021-11-17,84,084036,Agrigento,San Giovanni Gemini,86.09,84.25
2021-11-17,84,084037,Agrigento,Santa Elisabetta,87.56,85.25
2021-11-17,84,084038,Agrigento,Santa Margherita di Belice,85.78,83.81
2021-11-17,84,084039,Agrigento,Sant'Angelo Muxaro,83.70,82.14
2021-11-17,84,084040,Agrigento,Santo Stefano Quisquina,88.48,86.50
2021-11-17,84,084041,Agrigento,Sciacca,91.53,89.87
2021-11-17,84,084042,Agrigento,Siculiana,83.13,81.26
2021-11-17,84,084043,Agrigento,Villafranca Sicula,89.47,87.57
2021-11-17,85,085001,Caltanissetta,Acquaviva Platani,95.22,93.38
2021-11-17,85,085002,Caltanissetta,Bompensiere,89.54,85.98
2021-11-17,85,085003,Caltanissetta,Butera,73.19,70.37
2021-11-17,85,085004,Caltanissetta,Caltanissetta,84.03,81.59
2021-11-17,85,085005,Caltanissetta,Campofranco,80.84,78.99
2021-11-17,85,085006,Caltanissetta,Delia,80.42,77.97
2021-11-17,85,085007,Caltanissetta,Gela,76.11,72.01
2021-11-17,85,085008,Caltanissetta,Marianopoli,70.61,66.60
2021-11-17,85,085009,Caltanissetta,Mazzarino,78.07,73.95
2021-11-17,85,085010,Caltanissetta,Milena,88.73,86.78
2021-11-17,85,085011,Caltanissetta,Montedoro,84.53,82.58
2021-11-17,85,085012,Caltanissetta,Mussomeli,88.26,86.60
2021-11-17,85,085013,Caltanissetta,Niscemi,77.88,74.28
2021-11-17,85,085014,Caltanissetta,Resuttano,89.22,87.31
2021-11-17,85,085015,Caltanissetta,Riesi,76.85,73.80
2021-11-17,85,085016,Caltanissetta,San Cataldo,86.82,84.28
2021-11-17,85,085017,Caltanissetta,Santa Caterina Villarmosa,85.73,82.97
2021-11-17,85,085018,Caltanissetta,Serradifalco,84.78,82.47
2021-11-17,85,085019,Caltanissetta,Sommatino,82.15,79.88
2021-11-17,85,085020,Caltanissetta,Sutera,88.89,87.41
2021-11-17,85,085021,Caltanissetta,Vallelunga Pratameno,77.30,74.32
2021-11-17,85,085022,Caltanissetta,Villalba,79.87,77.88
2021-11-17,87,087001,Catania,Aci Bonaccorsi,75.80,73.70
2021-11-17,87,087002,Catania,Aci Castello,76.23,74.02
2021-11-17,87,087003,Catania,Aci Catena,73.06,70.25
2021-11-17,87,087005,Catania,Aci Sant'Antonio,74.21,71.82
2021-11-17,87,087004,Catania,Acireale,75.95,73.20
2021-11-17,87,087006,Catania,Adrano,73.60,70.15
2021-11-17,87,087007,Catania,Belpasso,74.07,71.34
2021-11-17,87,087008,Catania,Biancavilla,81.21,78.32
2021-11-17,87,087009,Catania,Bronte,81.96,79.18
2021-11-17,87,087010,Catania,Calatabiano,74.87,71.62
2021-11-17,87,087011,Catania,Caltagirone,85.19,82.24
2021-11-17,87,087012,Catania,Camporotondo Etneo,69.68,66.18
2021-11-17,87,087013,Catania,Castel di Iudica,72.41,68.08
2021-11-17,87,087014,Catania,Castiglione di Sicilia,78.76,74.94
2021-11-17,87,087015,Catania,Catania,87.24,83.92
2021-11-17,87,087016,Catania,Fiumefreddo di Sicilia,73.22,70.63
2021-11-17,87,087017,Catania,Giarre,77.41,74.68
2021-11-17,87,087018,Catania,Grammichele,79.00,76.26
2021-11-17,87,087019,Catania,Gravina di Catania,70.25,68.19
2021-11-17,87,087020,Catania,Licodia Eubea,79.19,75.68
2021-11-17,87,087021,Catania,Linguaglossa,80.57,78.53
2021-11-17,87,087022,Catania,Maletto,87.14,85.16
2021-11-17,87,087057,Catania,Maniace,71.74,67.74
2021-11-17,87,087023,Catania,Mascali,73.70,70.59
2021-11-17,87,087024,Catania,Mascalucia,72.51,70.09
2021-11-17,87,087056,Catania,Mazzarrone,83.33,79.62
2021-11-17,87,087025,Catania,Militello in Val di Catania,75.25,73.71
2021-11-17,87,087026,Catania,Milo,82.08,80.81
2021-11-17,87,087027,Catania,Mineo,80.33,76.77
2021-11-17,87,087028,Catania,Mirabella Imbaccari,78.55,75.23
2021-11-17,87,087029,Catania,Misterbianco,68.15,65.38
2021-11-17,87,087030,Catania,Motta Sant'Anastasia,71.90,68.99
2021-11-17,87,087031,Catania,Nicolosi,71.42,68.39
2021-11-17,87,087032,Catania,Palagonia,72.28,67.97
2021-11-17,87,087033,Catania,Paternò,75.87,72.82
2021-11-17,87,087034,Catania,Pedara,69.92,67.29
2021-11-17,87,087035,Catania,Piedimonte Etneo,72.95,70.80
2021-11-17,87,087036,Catania,Raddusa,78.91,75.30
2021-11-17,87,087058,Catania,Ragalna,67.05,64.89
2021-11-17,87,087037,Catania,Ramacca,78.96,74.39
2021-11-17,87,087038,Catania,Randazzo,78.88,75.95
2021-11-17,87,087039,Catania,Riposto,74.47,71.55
2021-11-17,87,087040,Catania,San Cono,80.53,76.91
2021-11-17,87,087041,Catania,San Giovanni la Punta,75.81,73.67
2021-11-17,87,087042,Catania,San Gregorio di Catania,78.05,76.21
2021-11-17,87,087043,Catania,San Michele di Ganzaria,74.72,71.52
2021-11-17,87,087044,Catania,San Pietro Clarenza,70.19,67.69
2021-11-17,87,087047,Catania,Santa Maria di Licodia,71.81,69.25
2021-11-17,87,087048,Catania,Santa Venerina,72.94,69.50
2021-11-17,87,087045,Catania,Sant'Agata li Battiati,74.94,73.36
2021-11-17,87,087046,Catania,Sant'Alfio,74.15,72.12
2021-11-17,87,087049,Catania,Scordia,83.85,81.45
2021-11-17,87,087050,Catania,Trecastagni,73.66,70.76
2021-11-17,87,087051,Catania,Tremestieri Etneo,72.93,70.84
2021-11-17,87,087052,Catania,Valverde,74.27,72.00
2021-11-17,87,087053,Catania,Viagrande,75.53,73.31
2021-11-17,87,087054,Catania,Vizzini,84.43,81.02
2021-11-17,87,087055,Catania,Zafferana Etnea,74.24,71.52
2021-11-17,86,086001,Enna,Agira,74.12,70.88
2021-11-17,86,086002,Enna,Aidone,82.11,79.79
2021-11-17,86,086003,Enna,Assoro,78.09,76.22
2021-11-17,86,086004,Enna,Barrafranca,77.81,74.95
2021-11-17,86,086005,Enna,Calascibetta,86.66,85.31
2021-11-17,86,086006,Enna,Catenanuova,75.82,73.31
2021-11-17,86,086007,Enna,Centuripe,78.96,76.46
2021-11-17,86,086008,Enna,Cerami,90.65,88.26
2021-11-17,86,086009,Enna,Enna,88.13,86.22
2021-11-17,86,086010,Enna,Gagliano Castelferrato,82.51,80.60
2021-11-17,86,086011,Enna,Leonforte,85.27,82.95
2021-11-17,86,086012,Enna,Nicosia,84.92,83.40
2021-11-17,86,086013,Enna,Nissoria,75.08,73.30
