data,cod_prov,pro_com_t,provincia,comune,prima_dose,seconda_dose
2022-02-16,84,084001,Agrigento,Agrigento,92.05,88.96
2022-02-16,84,084002,Agrigento,Alessandria della Rocca,89.60,87.15
2022-02-16,84,084003,Agrigento,Aragona,91.77,90.45
2022-02-16,84,084004,Agrigento,Bivona,90.43,88.85
2022-02-16,84,084005,Agrigento,Burgio,93.31,92.65
2022-02-16,84,084006,Agrigento,Calamonaci,83.95,82.75
2022-02-16,84,084007,Agrigento,Caltabellotta,87.98,87.08
2022-02-16,84,084008,Agrigento,Camastra,85.33,82.69
2022-02-16,84,084009,Agrigento,Cammarata,90.19,87.94
2022-02-16,84,084010,Agrigento,Campobello di Licata,87.91,84.26
2022-02-16,84,084011,Agrigento,Canicattì,86.33,83.18
2022-02-16,84,084012,Agrigento,Casteltermini,88.99,86.84
2022-02-16,84,084013,Agrigento,Castrofilippo,81.28,81.16
2022-02-16,84,084014,Agrigento,Cattolica Eraclea,85.79,83.20
2022-02-16,84,084015,Agrigento,Cianciana,92.26,90.76
2022-02-16,84,084016,Agrigento,Comitini,94.12,90.13
2022-02-16,84,084017,Agrigento,Favara,89.68,86.90
2022-02-16,84,084018,Agrigento,Grotte,91.26,89.83
2022-02-16,84,084019,Agrigento,Joppolo Giancaxio,87.23,85.15
2022-02-16,84,084020,Agrigento,Lampedusa e Linosa,86.46,83.74
2022-02-16,84,084021,Agrigento,Licata,85.11,81.67
2022-02-16,84,084022,Agrigento,Lucca Sicula,94.02,91.70
2022-02-16,84,084023,Agrigento,Menfi,89.98,87.38
2022-02-16,84,084024,Agrigento,Montallegro,88.93,88.27
2022-02-16,84,084025,Agrigento,Montevago,92.02,89.14
2022-02-16,84,084026,Agrigento,Naro,85.61,82.42
2022-02-16,84,084027,Agrigento,Palma di Montechiaro,78.03,74.11
2022-02-16,84,084028,Agrigento,Porto Empedocle,86.92,84.55
2022-02-16,84,084029,Agrigento,Racalmuto,87.09,85.06
2022-02-16,84,084030,Agrigento,Raffadali,89.53,86.81
2022-02-16,84,084031,Agrigento,Ravanusa,77.11,74.85
2022-02-16,84,084032,Agrigento,Realmonte,88.68,85.26
2022-02-16,84,084033,Agrigento,Ribera,85.79,83.38
2022-02-16,84,084034,Agrigento,Sambuca di Sicilia,93.16,90.90
2022-02-16,84,084035,Agrigento,San Biagio Platani,88.38,85.57
2022-02-16,84,084036,Agrigento,San Giovanni Gemini,88.74,86.28
2022-02-16,84,084037,Agrigento,Santa Elisabetta,91.04,87.61
2022-02-16,84,084038,Agrigento,Santa Margherita di Belice,90.30,86.99
2022-02-16,84,084039,Agrigento,Sant'Angelo Muxaro,85.47,82.27
2022-02-16,84,084040,Agrigento,Santo Stefano Quisquina,91.96,89.51
2022-02-16,84,084041,Agrigento,Sciacca,93.17,93.98
2022-02-16,84,084042,Agrigento,Siculiana,86.55,83.76
2022-02-16,84,084043,Agrigento,Villafranca Sicula,89.55,87.62
2022-02-16,85,085001,Caltanissetta,Acquaviva Platani,93.29,92.25
2022-02-16,85,085002,Caltanissetta,Bompensiere,89.53,86.76
2022-02-16,85,085003,Caltanissetta,Butera,77.66,74.23
2022-02-16,85,085004,Caltanissetta,Caltanissetta,86.68,83.20
2022-02-16,85,085005,Caltanissetta,Campofranco,84.58,86.40
2022-02-16,85,085006,Caltanissetta,Delia,82.50,80.06
2022-02-16,85,085007,Caltanissetta,Gela,78.62,73.54
2022-02-16,85,085008,Caltanissetta,Marianopoli,80.48,73.30
2022-02-16,85,085009,Caltanissetta,Mazzarino,83.04,76.96
2022-02-16,85,085010,Caltanissetta,Milena,92.60,89.87
2022-02-16,85,085011,Caltanissetta,Montedoro,90.05,85.66
2022-02-16,85,085012,Caltanissetta,Mussomeli,89.97,88.40
2022-02-16,85,085013,Caltanissetta,Niscemi,81.19,78.66
2022-02-16,85,085014,Caltanissetta,Resuttano,91.45,95.04
2022-02-16,85,085015,Caltanissetta,Riesi,81.01,78.21
2022-02-16,85,085016,Caltanissetta,San Cataldo,87.17,84.25
2022-02-16,85,085017,Caltanissetta,Santa Caterina Villarmosa,88.47,90.13
2022-02-16,85,085018,Caltanissetta,Serradifalco,87.74,84.92
2022-02-16,85,085019,Caltanissetta,Sommatino,85.86,82.83
2022-02-16,85,085020,Caltanissetta,Sutera,90.12,89.78
2022-02-16,85,085021,Caltanissetta,Vallelunga Pratameno,82.50,81.76
2022-02-16,85,085022,Caltanissetta,Villalba,82.22,84.59
2022-02-16,87,087001,Catania,Aci Bonaccorsi,80.63,76.48
2022-02-16,87,087002,Catania,Aci Castello,77.31,74.04
2022-02-16,87,087003,Catania,Aci Catena,75.77,71.90
2022-02-16,87,087005,Catania,Aci Sant'Antonio,78.40,74.71
2022-02-16,87,087004,Catania,Acireale,80.73,77.09
2022-02-16,87,087006,Catania,Adrano,77.05,72.71
2022-02-16,87,087007,Catania,Belpasso,75.66,71.31
2022-02-16,87,087008,Catania,Biancavilla,81.58,77.74
2022-02-16,87,087009,Catania,Bronte,83.93,80.30
2022-02-16,87,087010,Catania,Calatabiano,83.22,79.75
2022-02-16,87,087011,Catania,Caltagirone,87.53,87.69
2022-02-16,87,087012,Catania,Camporotondo Etneo,70.52,65.58
2022-02-16,87,087013,Catania,Castel di Iudica,77.40,73.41
2022-02-16,87,087014,Catania,Castiglione di Sicilia,85.19,79.87
2022-02-16,87,087015,Catania,Catania,90.09,84.94
2022-02-16,87,087016,Catania,Fiumefreddo di Sicilia,80.42,75.91
2022-02-16,87,087017,Catania,Giarre,82.66,77.76
2022-02-16,87,087018,Catania,Grammichele,82.46,81.43
2022-02-16,87,087019,Catania,Gravina di Catania,73.99,70.13
2022-02-16,87,087020,Catania,Licodia Eubea,84.39,80.69
2022-02-16,87,087021,Catania,Linguaglossa,83.10,79.78
2022-02-16,87,087022,Catania,Maletto,87.92,85.39
2022-02-16,87,087057,Catania,Maniace,74.87,70.19
2022-02-16,87,087023,Catania,Mascali,78.04,73.37
2022-02-16,87,087024,Catania,Mascalucia,73.56,69.15
2022-02-16,87,087056,Catania,Mazzarrone,84.79,82.14
2022-02-16,87,087025,Catania,Militello in Val di Catania,79.92,79.49
2022-02-16,87,087026,Catania,Milo,83.93,80.75
2022-02-16,87,087027,Catania,Mineo,76.88,76.46
2022-02-16,87,087028,Catania,Mirabella Imbaccari,84.68,81.66
2022-02-16,87,087029,Catania,Misterbianco,72.05,67.77
2022-02-16,87,087030,Catania,Motta Sant'Anastasia,75.43,71.16
2022-02-16,87,087031,Catania,Nicolosi,73.83,69.18
2022-02-16,87,087032,Catania,Palagonia,75.36,74.81
2022-02-16,87,087033,Catania,Paternò,80.87,75.68
2022-02-16,87,087034,Catania,Pedara,72.61,68.30
2022-02-16,87,087035,Catania,Piedimonte Etneo,78.04,74.60
2022-02-16,87,087036,Catania,Raddusa,81.25,77.88
2022-02-16,87,087058,Catania,Ragalna,68.32,65.69
2022-02-16,87,087037,Catania,Ramacca,80.06,79.47
2022-02-16,87,087038,Catania,Randazzo,82.16,78.36
2022-02-16,87,087039,Catania,Riposto,78.64,74.17
2022-02-16,87,087040,Catania,San Cono,84.83,82.55
2022-02-16,87,087041,Catania,San Giovanni la Punta,77.61,74.03
2022-02-16,87,087042,Catania,San Gregorio di Catania,79.93,76.57
2022-02-16,87,087043,Catania,San Michele di Ganzaria,82.69,79.79
2022-02-16,87,087044,Catania,San Pietro Clarenza,71.13,66.43
2022-02-16,87,087047,Catania,Santa Maria di Licodia,75.62,70.70
2022-02-16,87,087048,Catania,Santa Venerina,78.58,74.34
2022-02-16,87,087045,Catania,Sant'Agata li Battiati,77.24,74.39
2022-02-16,87,087046,Catania,Sant'Alfio,79.39,74.98
2022-02-16,87,087049,Catania,Scordia,85.29,82.05
2022-02-16,87,087050,Catania,Trecastagni,77.35,73.05
2022-02-16,87,087051,Catania,Tremestieri Etneo,75.39,71.76
2022-02-16,87,087052,Catania,Valverde,77.18,73.73
2022-02-16,87,087053,Catania,Viagrande,77.90,74.71
2022-02-16,87,087054,Catania,Vizzini,86.36,82.14
2022-02-16,87,087055,Catania,Zafferana Etnea,79.59,75.60
2022-02-16,86,086001,Enna,Agira,79.73,74.51
2022-02-16,86,086002,Enna,Aidone,85.30,84.22
2022-02-16,86,086003,Enna,Assoro,81.95,79.83
2022-02-16,86,086004,Enna,Barrafranca,81.02,76.07
2022-02-16,86,086005,Enna,Calascibetta,87.41,87.44
2022-02-16,86,086006,Enna,Catenanuova,78.07,75.17
2022-02-16,86,086007,Enna,Centuripe,79.01,76.93
2022-02-16,86,086008,Enna,Cerami,91.65,91.76
2022-02-16,86,086009,Enna,Enna,89.53,88.73
2022-02-16,86,086010,Enna,Gagliano Castelferrato,86.51,84.45
2022-02-16,86,086011,Enna,Leonforte,87.36,85.37
2022-02-16,86,086012,Enna,Nicosia,87.26,86.63
2022-02-16,86,086013,Enna,Nissoria,78.97,76.52
2022-02-16,86,086014,Enna,Piazza Armerina,82.53,80.64
2022-02-16,86,086015,Enna,Pietraperzia,86.62,83.46
2022-02-16,86,086016,Enna,Regalbuto,82.51,79.90
2022-02-16,86,086017,Enna,Sperlinga,89.75,89.02
2022-02-16,86,086018,Enna,Troina,89.07,87.63
2022-02-16,86,086019,Enna,Valguarnera Caropepe,82.25,81.80
2022-02-16,86,086020,Enna,Villarosa,86.97,84.60
2022-02-16,83,083107,Messina,Acquedolci,82.26,80.39
2022-02-16,83,083001,Messina,Alcara li Fusi,88.98,86.43
2022-02-16,83,083002,Messina,Alì,66.42,59.14
2022-02-16,83,083003,Messina,Alì Terme,70.39,66.07
2022-02-16,83,083004,Messina,Antillo,83.80,80.00
2022-02-16,83,083005,Messina,Barcellona Pozzo di Gotto,86.61,86.61
2022-02-16,83,083006,Messina,Basicò,84.88,83.24
2022-02-16,83,083007,Messina,Brolo,91.11,92.25
2022-02-16,83,083008,Messina,Capizzi,80.01,75.39
2022-02-16,83,083009,Messina,Capo d'Orlando,87.04,85.45
2022-02-16,83,083010,Messina,Capri Leone,84.56,83.51
2022-02-16,83,083011,Messina,Caronia,85.93,82.51
2022-02-16,83,083012,Messina,Casalvecchio Siculo,80.06,75.07
2022-02-16,83,083013,Messina,Castel di Lucio,91.85,88.07
2022-02-16,83,083014,Messina,Castell'Umberto,81.35,77.79
2022-02-16,83,083015,Messina,Castelmola,73.66,69.00
2022-02-16,83,083016,Messina,Castroreale,82.86,81.26
2022-02-16,83,083017,Messina,Cesarò,85.13,79.65
2022-02-16,83,083018,Messina,Condrò,74.39,71.49
2022-02-16,83,083019,Messina,Falcone,84.99,84.92
2022-02-16,83,083020,Messina,Ficarra,89.64,88.63
2022-02-16,83,083021,Messina,Fiumedinisi,62.40,55.63
2022-02-16,83,083022,Messina,Floresta,79.91,75.11
2022-02-16,83,083023,Messina,Fondachelli-Fantina,81.33,80.22
2022-02-16,83,083024,Messina,Forza d'Agrò,77.67,82.02
2022-02-16,83,083025,Messina,Francavilla di Sicilia,84.18,79.98
2022-02-16,83,083026,Messina,Frazzanò,88.78,86.56
2022-02-16,83,083027,Messina,Furci Siculo,74.61,72.29
2022-02-16,83,083028,Messina,Furnari,77.38,76.19
2022-02-16,83,083029,Messina,Gaggi,76.61,71.16
2022-02-16,83,083030,Messina,Galati Mamertino,87.98,84.65
2022-02-16,83,083031,Messina,Gallodoro,78.17,83.48
2022-02-16,83,083032,Messina,Giardini-Naxos,77.56,72.49
2022-02-16,83,083033,Messina,Gioiosa Marea,79.32,78.98
2022-02-16,83,083034,Messina,Graniti,82.49,79.56
2022-02-16,83,083035,Messina,Gualtieri Sicaminò,80.41,76.93
2022-02-16,83,083036,Messina,Itala,65.68,60.79
2022-02-16,83,083037,Messina,Leni,72.62,74.58
2022-02-16,83,083038,Messina,Letojanni,83.60,80.41
2022-02-16,83,083039,Messina,Librizzi,85.01,83.25
2022-02-16,83,083040,Messina,Limina,86.24,83.43
2022-02-16,83,083041,Messina,Lipari,79.91,75.65
2022-02-16,83,083042,Messina,Longi,86.61,83.70
2022-02-16,83,083043,Messina,Malfa,81.50,82.89
2022-02-16,83,083044,Messina,Malvagna,85.42,80.82
2022-02-16,83,083045,Messina,Mandanici,78.15,76.67
2022-02-16,83,083046,Messina,Mazzarrà Sant'Andrea,80.56,79.08
2022-02-16,83,083047,Messina,Merì,81.65,80.66
2022-02-16,83,083048,Messina,Messina,80.45,75.75
2022-02-16,83,083049,Messina,Milazzo,82.46,79.92
2022-02-16,83,083050,Messina,Militello Rosmarino,84.37,80.92
2022-02-16,83,083051,Messina,Mirto,87.29,85.15
2022-02-16,83,083052,Messina,Mistretta,92.47,91.08
2022-02-16,83,083053,Messina,Moio Alcantara,89.71,85.10
2022-02-16,83,083054,Messina,Monforte San Giorgio,80.39,77.90
2022-02-16,83,083055,Messina,Mongiuffi Melia,85.50,87.73
2022-02-16,83,083056,Messina,Montagnareale,79.05,79.84
2022-02-16,83,083057,Messina,Montalbano Elicona,86.35,82.97
2022-02-16,83,083058,Messina,Motta Camastra,79.23,73.94
2022-02-16,83,083059,Messina,Motta d'Affermo,87.90,84.42
2022-02-16,83,083060,Messina,Naso,86.15,84.11
2022-02-16,83,083061,Messina,Nizza di Sicilia,76.07,70.89
2022-02-16,83,083062,Messina,Novara di Sicilia,82.28,82.28
2022-02-16,83,083063,Messina,Oliveri,83.19,81.56
2022-02-16,83,083064,Messina,Pace del Mela,77.91,75.76
2022-02-16,83,083065,Messina,Pagliara,75.62,72.01
2022-02-16,83,083066,Messina,Patti,84.67,82.87
2022-02-16,83,083067,Messina,Pettineo,84.72,82.80
2022-02-16,83,083068,Messina,Piraino,87.02,87.32
2022-02-16,83,083069,Messina,Raccuja,90.88,94.26
2022-02-16,83,083070,Messina,Reitano,84.80,81.73
2022-02-16,83,083071,Messina,Roccafiorita,114.20,118.18
2022-02-16,83,083072,Messina,Roccalumera,76.37,72.39
2022-02-16,83,083073,Messina,Roccavaldina,81.62,78.44
2022-02-16,83,083074,Messina,Roccella Valdemone,84.76,80.74
2022-02-16,83,083075,Messina,Rodì Milici,82.46,81.83
2022-02-16,83,083076,Messina,Rometta,76.18,72.70
2022-02-16,83,083077,Messina,San Filippo del Mela,75.93,74.00
2022-02-16,83,083078,Messina,San Fratello,85.33,82.24
2022-02-16,83,083079,Messina,San Marco d'Alunzio,93.39,92.15
2022-02-16,83,083080,Messina,San Pier Niceto,94.58,84.38
2022-02-16,83,083081,Messina,San Piero Patti,85.19,83.99
2022-02-16,83,083082,Messina,San Salvatore di Fitalia,88.57,85.93
2022-02-16,83,083090,Messina,San Teodoro,79.95,75.10
2022-02-16,83,083083,Messina,Santa Domenica Vittoria,89.27,87.62
2022-02-16,83,083086,Messina,Santa Lucia del Mela,80.29,76.82
2022-02-16,83,083087,Messina,Santa Marina Salina,75.69,79.18
2022-02-16,83,083089,Messina,Santa Teresa di Riva,75.82,71.31
2022-02-16,83,083084,Messina,Sant'Agata di Militello,87.19,83.77
2022-02-16,83,083085,Messina,Sant'Alessio Siculo,72.82,67.58
2022-02-16,83,083088,Messina,Sant'Angelo di Brolo,86.09,84.15
2022-02-16,83,083091,Messina,Santo Stefano di Camastra,85.06,81.75
2022-02-16,83,083092,Messina,Saponara,79.86,76.41
2022-02-16,83,083093,Messina,Savoca,74.72,68.96
2022-02-16,83,083094,Messina,Scaletta Zanclea,70.24,65.77
2022-02-16,83,083095,Messina,Sinagra,85.20,85.32
2022-02-16,83,083096,Messina,Spadafora,80.46,76.32
2022-02-16,83,083097,Messina,Taormina,77.84,75.23
2022-02-16,83,083106,Messina,Terme Vigliatore,82.50,83.40
2022-02-16,83,083098,Messina,Torregrotta,84.36,79.34
2022-02-16,83,083108,Messina,Torrenova,84.53,82.39
2022-02-16,83,083099,Messina,Tortorici,81.19,77.16
2022-02-16,83,083100,Messina,Tripi,83.71,83.58
2022-02-16,83,083101,Messina,Tusa,86.95,83.38
2022-02-16,83,083102,Messina,Ucria,87.76,98.58
2022-02-16,83,083103,Messina,Valdina,78.69,73.66
2022-02-16,83,083104,Messina,Venetico,77.44,74.94
2022-02-16,83,083105,Messina,Villafranca Tirrena,78.75,74.96
2022-02-16,82,082001,Palermo,Alia,92.42,87.28
2022-02-16,82,082002,Palermo,Alimena,87.44,82.97
2022-02-16,82,082003,Palermo,Aliminusa,87.67,85.91
2022-02-16,82,082004,Palermo,Altavilla Milicia,84.64,82.62
2022-02-16,82,082005,Palermo,Altofonte,78.95,76.41
2022-02-16,82,082006,Palermo,Bagheria,86.36,84.16
2022-02-16,82,082007,Palermo,Balestrate,89.07,83.52
2022-02-16,82,082008,Palermo,Baucina,86.86,82.05
2022-02-16,82,082009,Palermo,Belmonte Mezzagno,87.38,83.48
2022-02-16,82,082010,Palermo,Bisacquino,88.77,84.56
2022-02-16,82,082082,Palermo,Blufi,83.63,74.28
2022-02-16,82,082011,Palermo,Bolognetta,81.17,78.16
2022-02-16,82,082012,Palermo,Bompietro,88.34,82.35
2022-02-16,82,082013,Palermo,Borgetto,79.54,74.13
2022-02-16,82,082014,Palermo,Caccamo,84.47,81.06
