data,cod_prov,pro_com_t,provincia,comune,prima_dose,seconda_dose
2022-03-16,84,084001,Agrigento,Agrigento,92.45,90.55
2022-03-16,84,084002,Agrigento,Alessandria della Rocca,89.72,87.80
2022-03-16,84,084003,Agrigento,Aragona,92.16,91.66
2022-03-16,84,084004,Agrigento,Bivona,90.74,89.91
2022-03-16,84,084005,Agrigento,Burgio,93.43,93.27
2022-03-16,84,084006,Agrigento,Calamonaci,84.21,83.52
2022-03-16,84,084007,Agrigento,Caltabellotta,88.57,88.17
2022-03-16,84,084008,Agrigento,Camastra,85.76,83.98
2022-03-16,84,084009,Agrigento,Cammarata,90.63,89.30
2022-03-16,84,084010,Agrigento,Campobello di Licata,88.19,85.76
2022-03-16,84,084011,Agrigento,Canicattì,86.92,85.74
2022-03-16,84,084012,Agrigento,Casteltermini,89.38,88.77
2022-03-16,84,084013,Agrigento,Castrofilippo,81.99,82.39
2022-03-16,84,084014,Agrigento,Cattolica Eraclea,86.00,84.71
2022-03-16,84,084015,Agrigento,Cianciana,92.68,91.60
2022-03-16,84,084016,Agrigento,Comitini,94.24,91.54
2022-03-16,84,084017,Agrigento,Favara,90.07,88.40
2022-03-16,84,084018,Agrigento,Grotte,91.63,91.55
2022-03-16,84,084019,Agrigento,Joppolo Giancaxio,87.51,85.62
2022-03-16,84,084020,Agrigento,Lampedusa e Linosa,87.04,86.10
2022-03-16,84,084021,Agrigento,Licata,85.70,84.19
2022-03-16,84,084022,Agrigento,Lucca Sicula,94.38,92.37
2022-03-16,84,084023,Agrigento,Menfi,90.41,89.73
2022-03-16,84,084024,Agrigento,Montallegro,89.58,89.98
2022-03-16,84,084025,Agrigento,Montevago,92.21,91.38
2022-03-16,84,084026,Agrigento,Naro,86.16,84.42
2022-03-16,84,084027,Agrigento,Palma di Montechiaro,78.49,75.62
2022-03-16,84,084028,Agrigento,Porto Empedocle,87.27,85.92
2022-03-16,84,084029,Agrigento,Racalmuto,87.39,86.67
2022-03-16,84,084030,Agrigento,Raffadali,89.90,87.96
2022-03-16,84,084031,Agrigento,Ravanusa,77.68,76.40
2022-03-16,84,084032,Agrigento,Realmonte,89.04,86.83
2022-03-16,84,084033,Agrigento,Ribera,86.25,84.63
2022-03-16,84,084034,Agrigento,Sambuca di Sicilia,93.35,91.96
2022-03-16,84,084035,Agrigento,San Biagio Platani,88.62,86.20
2022-03-16,84,084036,Agrigento,San Giovanni Gemini,89.06,87.54
2022-03-16,84,084037,Agrigento,Santa Elisabetta,91.52,89.75
2022-03-16,84,084038,Agrigento,Santa Margherita di Belice,90.74,89.13
2022-03-16,84,084039,Agrigento,Sant'Angelo Muxaro,85.64,84.34
2022-03-16,84,084040,Agrigento,Santo Stefano Quisquina,92.09,91.04
2022-03-16,84,084041,Agrigento,Sciacca,93.40,95.06
2022-03-16,84,084042,Agrigento,Siculiana,86.82,85.40
2022-03-16,84,084043,Agrigento,Villafranca Sicula,89.85,89.09
2022-03-16,85,085001,Caltanissetta,Acquaviva Platani,94.21,93.06
2022-03-16,85,085002,Caltanissetta,Bompensiere,89.72,87.35
2022-03-16,85,085003,Caltanissetta,Butera,78.47,75.66
