data,cod_prov,pro_com_t,provincia,comune,%vaccinati,%immunizzati
2021-11-04,84,084001,Agrigento,Agrigento,87.56,84.87
2021-11-04,84,084002,Agrigento,Alessandria della Rocca,84.73,82.96
2021-11-04,84,084003,Agrigento,Aragona,88.71,86.42
2021-11-04,84,084004,Agrigento,Bivona,85.55,83.66
2021-11-04,84,084005,Agrigento,Burgio,89.64,88.25
2021-11-04,84,084006,Agrigento,Calamonaci,80.59,78.72
2021-11-04,84,084007,Agrigento,Caltabellotta,85.05,82.66
2021-11-04,84,084008,Agrigento,Camastra,79.73,76.85
2021-11-04,84,084009,Agrigento,Cammarata,88.36,85.87
2021-11-04,84,084010,Agrigento,Campobello di Licata,84.50,82.24
2021-11-04,84,084011,Agrigento,Canicattì,81.07,78.03
2021-11-04,84,084012,Agrigento,Casteltermini,85.87,83.95
2021-11-04,84,084013,Agrigento,Castrofilippo,79.33,76.57
2021-11-04,84,084014,Agrigento,Cattolica Eraclea,81.06,77.56
2021-11-04,84,084015,Agrigento,Cianciana,87.45,85.28
2021-11-04,84,084016,Agrigento,Comitini,94.50,92.00
2021-11-04,84,084017,Agrigento,Favara,86.13,83.33
2021-11-04,84,084018,Agrigento,Grotte,86.56,84.70
2021-11-04,84,084019,Agrigento,Joppolo Giancaxio,83.32,81.06
2021-11-04,84,084020,Agrigento,Lampedusa e Linosa,80.41,75.15
2021-11-04,84,084021,Agrigento,Licata,75.76,71.53
2021-11-04,84,084022,Agrigento,Lucca Sicula,91.31,88.89
2021-11-04,84,084023,Agrigento,Menfi,84.36,81.57
2021-11-04,84,084024,Agrigento,Montallegro,83.71,81.82
2021-11-04,84,084025,Agrigento,Montevago,87.38,85.28
2021-11-04,84,084026,Agrigento,Naro,80.39,77.39
2021-11-04,84,084027,Agrigento,Palma di Montechiaro,74.38,69.52
2021-11-04,84,084028,Agrigento,Porto Empedocle,82.64,79.76
2021-11-04,84,084029,Agrigento,Racalmuto,83.88,81.79
2021-11-04,84,084030,Agrigento,Raffadali,87.14,84.87
2021-11-04,84,084031,Agrigento,Ravanusa,71.99,68.75
2021-11-04,84,084032,Agrigento,Realmonte,85.68,83.14
2021-11-04,84,084033,Agrigento,Ribera,83.03,80.56
2021-11-04,84,084034,Agrigento,Sambuca di Sicilia,89.95,87.17
2021-11-04,84,084035,Agrigento,San Biagio Platani,85.03,81.45
2021-11-04,84,084036,Agrigento,San Giovanni Gemini,85.68,83.62
2021-11-04,84,084037,Agrigento,Santa Elisabetta,87.31,84.59
2021-11-04,84,084038,Agrigento,Santa Margherita di Belice,85.55,83.01
2021-11-04,84,084039,Agrigento,Sant'Angelo Muxaro,83.33,79.03
2021-11-04,84,084040,Agrigento,Santo Stefano Quisquina,87.89,85.56
2021-11-04,84,084041,Agrigento,Sciacca,91.23,89.28
2021-11-04,84,084042,Agrigento,Siculiana,82.82,80.66
2021-11-04,84,084043,Agrigento,Villafranca Sicula,89.22,87.08
2021-11-04,85,085001,Caltanissetta,Acquaviva Platani,94.98,92.89
2021-11-04,85,085002,Caltanissetta,Bompensiere,89.54,84.94
2021-11-04,85,085003,Caltanissetta,Butera,72.73,69.35
2021-11-04,85,085004,Caltanissetta,Caltanissetta,83.44,80.46
2021-11-04,85,085005,Caltanissetta,Campofranco,80.38,77.56
2021-11-04,85,085006,Caltanissetta,Delia,79.69,75.56
2021-11-04,85,085007,Caltanissetta,Gela,75.39,70.62
2021-11-04,85,085008,Caltanissetta,Marianopoli,70.03,64.14
2021-11-04,85,085009,Caltanissetta,Mazzarino,77.64,72.99
2021-11-04,85,085010,Caltanissetta,Milena,88.54,86.55
2021-11-04,85,085011,Caltanissetta,Montedoro,84.38,81.83
