data,cod_prov,pro_com_t,provincia,comune,prima_dose,seconda_dose
2021-12-22,84,084001,Agrigento,Agrigento,84.65,82.65
2021-12-22,84,084002,Agrigento,Alessandria della Rocca,82.10,80.42
2021-12-22,84,084003,Agrigento,Aragona,84.74,83.36
2021-12-22,84,084004,Agrigento,Bivona,83.02,81.68
2021-12-22,84,084005,Agrigento,Burgio,86.72,85.43
2021-12-22,84,084006,Agrigento,Calamonaci,77.99,76.14
2021-12-22,84,084007,Agrigento,Caltabellotta,82.85,80.60
2021-12-22,84,084008,Agrigento,Camastra,78.78,76.37
2021-12-22,84,084009,Agrigento,Cammarata,84.18,82.20
2021-12-22,84,084010,Agrigento,Campobello di Licata,80.98,79.16
2021-12-22,84,084011,Agrigento,Canicattì,77.56,75.53
2021-12-22,84,084012,Agrigento,Casteltermini,82.63,81.34
2021-12-22,84,084013,Agrigento,Castrofilippo,76.39,75.11
2021-12-22,84,084014,Agrigento,Cattolica Eraclea,79.34,77.78
2021-12-22,84,084015,Agrigento,Cianciana,85.30,82.82
2021-12-22,84,084016,Agrigento,Comitini,90.21,88.33
2021-12-22,84,084017,Agrigento,Favara,81.87,79.69
2021-12-22,84,084018,Agrigento,Grotte,83.68,82.96
2021-12-22,84,084019,Agrigento,Joppolo Giancaxio,80.30,79.28
2021-12-22,84,084020,Agrigento,Lampedusa e Linosa,78.44,75.14
2021-12-22,84,084021,Agrigento,Licata,75.59,72.11
2021-12-22,84,084022,Agrigento,Lucca Sicula,86.41,84.34
2021-12-22,84,084023,Agrigento,Menfi,81.78,79.85
2021-12-22,84,084024,Agrigento,Montallegro,81.12,79.90
2021-12-22,84,084025,Agrigento,Montevago,84.05,82.29
2021-12-22,84,084026,Agrigento,Naro,79.28,77.47
2021-12-22,84,084027,Agrigento,Palma di Montechiaro,72.55,69.22
2021-12-22,84,084028,Agrigento,Porto Empedocle,80.03,78.03
2021-12-22,84,084029,Agrigento,Racalmuto,80.13,79.06
2021-12-22,84,084030,Agrigento,Raffadali,83.82,81.76
2021-12-22,84,084031,Agrigento,Ravanusa,69.75,67.56
2021-12-22,84,084032,Agrigento,Realmonte,82.54,79.74
2021-12-22,84,084033,Agrigento,Ribera,80.32,78.10
2021-12-22,84,084034,Agrigento,Sambuca di Sicilia,86.07,84.05
2021-12-22,84,084035,Agrigento,San Biagio Platani,83.85,80.97
2021-12-22,84,084036,Agrigento,San Giovanni Gemini,81.97,79.97
2021-12-22,84,084037,Agrigento,Santa Elisabetta,84.94,81.81
2021-12-22,84,084038,Agrigento,Santa Margherita di Belice,82.59,80.28
2021-12-22,84,084039,Agrigento,Sant'Angelo Muxaro,80.83,79.11
2021-12-22,84,084040,Agrigento,Santo Stefano Quisquina,86.24,84.08
2021-12-22,84,084041,Agrigento,Sciacca,86.80,86.43
2021-12-22,84,084042,Agrigento,Siculiana,80.09,78.24
2021-12-22,84,084043,Agrigento,Villafranca Sicula,84.49,82.80
2021-12-22,85,085001,Caltanissetta,Acquaviva Platani,91.69,91.33
2021-12-22,85,085002,Caltanissetta,Bompensiere,88.31,85.69
2021-12-22,85,085003,Caltanissetta,Butera,71.57,68.06
2021-12-22,85,085004,Caltanissetta,Caltanissetta,80.88,78.70
2021-12-22,85,085005,Caltanissetta,Campofranco,79.18,79.40
2021-12-22,85,085006,Caltanissetta,Delia,77.47,74.94
2021-12-22,85,085007,Caltanissetta,Gela,73.22,69.05
2021-12-22,85,085008,Caltanissetta,Marianopoli,71.50,65.14
2021-12-22,85,085009,Caltanissetta,Mazzarino,75.98,71.47
2021-12-22,85,085010,Caltanissetta,Milena,86.83,85.03
2021-12-22,85,085011,Caltanissetta,Montedoro,82.05,80.25
2021-12-22,85,085012,Caltanissetta,Mussomeli,84.45,83.41
2021-12-22,85,085013,Caltanissetta,Niscemi,74.16,71.28
2021-12-22,85,085014,Caltanissetta,Resuttano,86.26,86.60
2021-12-22,85,085015,Caltanissetta,Riesi,74.24,71.56
2021-12-22,85,085016,Caltanissetta,San Cataldo,83.05,80.78
2021-12-22,85,085017,Caltanissetta,Santa Caterina Villarmosa,82.74,82.22
2021-12-22,85,085018,Caltanissetta,Serradifalco,81.98,80.15
2021-12-22,85,085019,Caltanissetta,Sommatino,79.41,77.17
2021-12-22,85,085020,Caltanissetta,Sutera,85.87,87.19
2021-12-22,85,085021,Caltanissetta,Vallelunga Pratameno,76.19,72.30
2021-12-22,85,085022,Caltanissetta,Villalba,79.35,79.28
2021-12-22,87,087001,Catania,Aci Bonaccorsi,72.83,70.26
2021-12-22,87,087002,Catania,Aci Castello,73.94,71.50
2021-12-22,87,087003,Catania,Aci Catena,70.75,67.70
2021-12-22,87,087005,Catania,Aci Sant'Antonio,71.76,68.73
2021-12-22,87,087004,Catania,Acireale,74.43,71.34
2021-12-22,87,087006,Catania,Adrano,70.83,67.29
2021-12-22,87,087007,Catania,Belpasso,70.28,67.20
2021-12-22,87,087008,Catania,Biancavilla,76.62,73.72
2021-12-22,87,087009,Catania,Bronte,78.66,76.07
2021-12-22,87,087010,Catania,Calatabiano,74.52,71.17
2021-12-22,87,087011,Catania,Caltagirone,82.15,81.11
2021-12-22,87,087012,Catania,Camporotondo Etneo,64.86,61.35
2021-12-22,87,087013,Catania,Castel di Iudica,71.52,67.50
2021-12-22,87,087014,Catania,Castiglione di Sicilia,76.99,73.06
2021-12-22,87,087015,Catania,Catania,84.54,80.82
2021-12-22,87,087016,Catania,Fiumefreddo di Sicilia,72.55,69.05
2021-12-22,87,087017,Catania,Giarre,75.34,72.10
2021-12-22,87,087018,Catania,Grammichele,75.96,74.21
2021-12-22,87,087019,Catania,Gravina di Catania,67.66,65.20
2021-12-22,87,087020,Catania,Licodia Eubea,76.07,73.42
2021-12-22,87,087021,Catania,Linguaglossa,78.04,75.49
2021-12-22,87,087022,Catania,Maletto,83.37,81.29
2021-12-22,87,087057,Catania,Maniace,69.90,66.09
2021-12-22,87,087023,Catania,Mascali,72.05,68.68
2021-12-22,87,087024,Catania,Mascalucia,69.28,66.34
2021-12-22,87,087056,Catania,Mazzarrone,79.88,77.40
2021-12-22,87,087025,Catania,Militello in Val di Catania,75.24,73.34
2021-12-22,87,087026,Catania,Milo,78.53,76.74
2021-12-22,87,087027,Catania,Mineo,77.90,75.98
2021-12-22,87,087028,Catania,Mirabella Imbaccari,77.94,74.72
2021-12-22,87,087029,Catania,Misterbianco,65.38,62.16
2021-12-22,87,087030,Catania,Motta Sant'Anastasia,68.44,65.48
2021-12-22,87,087031,Catania,Nicolosi,69.60,66.32
2021-12-22,87,087032,Catania,Palagonia,69.34,65.92
2021-12-22,87,087033,Catania,Paternò,73.13,69.90
2021-12-22,87,087034,Catania,Pedara,66.90,63.70
2021-12-22,87,087035,Catania,Piedimonte Etneo,70.69,68.36
2021-12-22,87,087036,Catania,Raddusa,75.55,72.37
2021-12-22,87,087058,Catania,Ragalna,64.36,61.86
2021-12-22,87,087037,Catania,Ramacca,75.43,72.94
2021-12-22,87,087038,Catania,Randazzo,76.29,73.41
2021-12-22,87,087039,Catania,Riposto,72.31,69.51
2021-12-22,87,087040,Catania,San Cono,77.03,74.68
2021-12-22,87,087041,Catania,San Giovanni la Punta,72.85,70.47
2021-12-22,87,087042,Catania,San Gregorio di Catania,74.84,72.69
2021-12-22,87,087043,Catania,San Michele di Ganzaria,74.59,70.94
2021-12-22,87,087044,Catania,San Pietro Clarenza,66.16,63.05
2021-12-22,87,087047,Catania,Santa Maria di Licodia,68.23,65.43
2021-12-22,87,087048,Catania,Santa Venerina,71.11,68.01
2021-12-22,87,087045,Catania,Sant'Agata li Battiati,72.19,70.54
2021-12-22,87,087046,Catania,Sant'Alfio,73.24,70.23
2021-12-22,87,087049,Catania,Scordia,80.69,78.33
2021-12-22,87,087050,Catania,Trecastagni,71.06,67.64
2021-12-22,87,087051,Catania,Tremestieri Etneo,70.35,67.83
2021-12-22,87,087052,Catania,Valverde,70.88,68.64
2021-12-22,87,087053,Catania,Viagrande,73.28,70.21
2021-12-22,87,087054,Catania,Vizzini,81.96,78.63
2021-12-22,87,087055,Catania,Zafferana Etnea,72.29,68.97
2021-12-22,86,086001,Enna,Agira,71.56,68.74
2021-12-22,86,086002,Enna,Aidone,79.55,77.76
2021-12-22,86,086003,Enna,Assoro,75.92,73.75
2021-12-22,86,086004,Enna,Barrafranca,74.89,71.92
2021-12-22,86,086005,Enna,Calascibetta,83.41,82.76
2021-12-22,86,086006,Enna,Catenanuova,72.55,70.32
2021-12-22,86,086007,Enna,Centuripe,75.45,73.97
2021-12-22,86,086008,Enna,Cerami,88.32,85.62
2021-12-22,86,086009,Enna,Enna,84.81,83.59
2021-12-22,86,086010,Enna,Gagliano Castelferrato,79.59,78.17
2021-12-22,86,086011,Enna,Leonforte,81.45,79.21
2021-12-22,86,086012,Enna,Nicosia,81.22,79.97
2021-12-22,86,086013,Enna,Nissoria,72.02,70.22
2021-12-22,86,086014,Enna,Piazza Armerina,76.09,74.54
2021-12-22,86,086015,Enna,Pietraperzia,78.88,77.40
2021-12-22,86,086016,Enna,Regalbuto,77.49,75.67
2021-12-22,86,086017,Enna,Sperlinga,86.83,84.47
2021-12-22,86,086018,Enna,Troina,83.14,82.02
2021-12-22,86,086019,Enna,Valguarnera Caropepe,76.92,75.90
2021-12-22,86,086020,Enna,Villarosa,82.32,80.88
2021-12-22,83,083107,Messina,Acquedolci,77.23,74.85
2021-12-22,83,083001,Messina,Alcara li Fusi,85.17,82.49
2021-12-22,83,083002,Messina,Alì,55.41,52.25
2021-12-22,83,083003,Messina,Alì Terme,64.84,61.76
2021-12-22,83,083004,Messina,Antillo,78.56,73.23
2021-12-22,83,083005,Messina,Barcellona Pozzo di Gotto,78.98,76.99
2021-12-22,83,083006,Messina,Basicò,78.89,75.93
2021-12-22,83,083007,Messina,Brolo,84.22,84.57
2021-12-22,83,083008,Messina,Capizzi,74.87,68.85
2021-12-22,83,083009,Messina,Capo d'Orlando,79.67,78.20
2021-12-22,83,083010,Messina,Capri Leone,77.55,75.50
2021-12-22,83,083011,Messina,Caronia,80.85,77.81
